Article_Author,Article_Link,Article_Origin_Link,Article_Summary,Article_Tag,Article_Time,Article_Title
作者：fate0,https://paper.seebug.org/570/,,0x...,Web安全,2018年04月14日,爬虫 JavaScript 篇[Web 漏洞扫描器]
作者George Nosenko,https://paper.seebug.org/569/,,利用程序开发人...,Web安全,2018年04月13日,Cisco ios shellcode: all-in-one译文
作者：天融信阿尔法实验室,https://paper.seebug.org/568/,,"SysGauge 是一个系统和性能监视程序, 允许监视CPU使用率、NAS服务器监控、远程服务器监控、网络传输速率以及一些其他系统关键信息监控。在SysG...",漏洞分析,2018年04月13日,SysGauge Server 3.6.18 栈溢出漏洞分析及利用
作者：RicterZ@云鼎实验室,https://paper.seebug.org/567/,,Drupal 在 3 月 28 日爆出一个远程代码执行漏洞，CVE 编号 CVE-2018-7600，通过对比官方的补丁，可以得知是请求中存在 # 开...,漏洞分析,2018年04月13日,云鼎实验室：Drupal CVE-2018-7600 分析及 PoC 构造
作者博客：http://xdxd.love/,https://paper.seebug.org/566/,,solveme是一个CTF的练习平台，其中winter sleep题目是...,CTF,2018年04月12日,一个CTF GAME引发的php内核分析
作者：360威胁情报中心,https://paper.seebug.org/565/,,APT攻击（Advanced Persistent Threat，高级持续性威胁）是利用先进的攻击手段对特定目标进行长期持续性网络攻击的攻击形式。APT攻击的原理...,情报分析,2018年04月10日,近年来APT组织使用的10大（类）安全漏洞
作者：chybeta,https://paper.seebug.org/564/,,thinkphp官网下...,漏洞分析,2018年04月10日,ThinkPHP框架 5.0.x sql注入漏洞分析
作者：Cradmin@Tencent Blade Team,https://paper.seebug.org/563/,,中国武术博大精深，其中太极作为不以拙力胜人的功夫备受推崇。同样如果从攻击的角度窥视漏洞领域...,漏洞分析,2018年04月09日,四两拨千斤 —— Ubuntu kernel eBPF 0day分析
作者：chybeta,https://paper.seebug.org/562/,,Spri...,漏洞分析,2018年04月08日,spring-messaging Remote Code Execution 分析-【CVE-2018-1270】
作者博客：https://hacksec.xyz/2018/03/23/php-trick/,https://paper.seebug.org/561/,,随着代码安全的普及，越来越多的开发人员知道了如何防御sqli、x...,经验心得,2018年04月08日,PHP trick（代码审计关注点）
作者：Anthem,https://paper.seebug.org/560/,,文件上传漏洞可以说是日常渗透测试用得最多的一个漏洞，因为用它获得服务器权限最快最直接。但是想真正把这个漏洞利用好却不那么容易，其...,Web安全,2018年04月04日,简单粗暴的文件上传漏洞
作者：绿盟科技,https://paper.seebug.org/559/,,近期，著名的Drupal CMS网站爆出7个漏洞，其中1个严重漏洞CVE-20...,漏洞分析,2018年04月03日,Drupal 8 – CVE-2017-6926漏洞详解
作者：salt@腾讯玄武实验室,https://paper.seebug.org/558/,,PHP开发者以及一些安全研究人...,Web安全,2018年04月02日,利用恶意页面攻击本地Xdebug
作者：Hcamael@知道创宇404实验室,https://paper.seebug.org/557/,,前段时间meh又挖了一个Exim的...,404专栏,2018年04月02日,Exim Off-by-one(CVE-2018-6789)漏洞复现分析
作者博客：https://www.leavesongs.com/PENETRATION/apache-cve-2017-15715-vulnerability.html,https://paper.seebug.org/556/,,我...,经验心得,2018年04月02日,利用最新Apache解析漏洞（CVE-2017-15715）绕过上传黑名单
作者博客：https://blog.chichou.me/,https://paper.seebug.org/555/,,iOS 7 之后的 Safari 提供了远程调试设备上网页的功能。在设备和 mac 端的 Safari...,移动安全,2018年03月30日,越狱 iOS 全局开启 WebView 远程调试
作者：启明星辰ADLab,https://paper.seebug.org/554/,,近期，启明星辰AdLab追踪到了一款新出现的Android间谍软件，经过深入分析我们发现，其功能的丰富程度不亚于2016年发现的针对iOS平台的“Pegasu...,情报分析,2018年03月30日,首款利用Firebase云消息传递机制的高级间谍软件
作者：绿盟科技,https://paper.seebug.org/553/,,漏洞具体情况可参见绿盟科技安全威胁周报-...,漏洞分析,2018年03月29日,Joomla内核SQL注入漏洞（CVE-2018-8045）分析
作者：RicterZ@云鼎实验室,https://paper.seebug.org/552/,,Jolokia...,经验心得,2018年03月28日,Exploiting Jolokia Agent with Java EE Servers
作者：金山云安珀实验室,https://paper.seebug.org/551/,,从2017年中“永恒之蓝”勒索病毒席卷全球，到2018年初的“英特尔CPU漏洞事件”大爆发，近年来，随着网络技术水平的不断提升，以“云物移大智”等为代表的新兴技术得到广泛...,情报分析,2018年03月28日,千里追踪75万台“肉鸡”控制源
作者博客：https://www.leavesongs.com/PENETRATION/client-session-security.html,https://paper.seebug.org/550/,,在Web中，session...,Web安全,2018年03月27日,客户端 session 导致的安全问题
作者：breenmachine@foxglovesecur...,https://paper.seebug.org/549/,,,404专栏,2018年03月27日,披着狼皮的羊——寻找惠普多款打印机中的RCE漏洞
作者博客：https://kevien.github.io/,https://paper.seebug.org/548/,,缓冲区溢出除了典型的栈溢出和堆溢出外，还有一种发生在bss段上的，bss属于数据段的一种，通常用来保存未...,漏洞分析,2018年03月26日,BSS段的溢出攻击
作者博客：http://www.sec-lab.io/2018/03/21/ethereum-smuggling-vulnera...,https://paper.seebug.org/547/,,,区块链,2018年03月21日,揭秘以太坊中潜伏多年的“偷渡”漏洞，全球黑客正在疯狂偷币
原文来自安全客 译者：fnmsd00,https://paper.seebug.org/546/,原文来自安全客 译者：fnmsd00,我在2017年4月报告了多个FaceBook wall上的存储型XSS。这些存储型XSS漏洞也...,漏洞分析,2018年03月20日,FaceBook的存储型XSS漏洞
作者博客：http://blog.csdn.net/u011721501/article/details/79476587,https://paper.seebug.org/545/,,EVM虚拟机在解析合约的字节码时...,区块链,2018年03月12日,区块链安全 - 以太坊短地址攻击
作者博客：http://blog.csdn.net/u011721501/article/details/79450122,https://paper.seebug.org/544/,,最近关注了一下区块链方面的安全，因此...,区块链,2018年03月12日,区块链安全 - DAO攻击事件解析
作者博客：http://blog.csdn.net/u011721501/article/details/79257709,https://paper.seebug.org/543/,,历史上Jackson的反...,漏洞分析,2018年03月12日,Jackson dbcp gadget以及CVE-2018-5968
译者： c1tas，de4dcr0w @ 360C...,https://paper.seebug.org/541/,,,二进制安全,2018年03月08日,利用WPAD/PAC与JScript，Exploiting Windows 10
作者博客：https://d0n9.github.io,https://paper.seebug.org/540/,,在 exploit-db 看到 CVE-2017-15944 这个漏洞，三处漏洞打出的组合拳导致最后命令执行，三环缺一不可...,漏洞分析,2018年03月07日,CVE-2017-15944 PALO ALTO 防火墙远程代码执行构造EXP
灵感来源于fate0这篇 Package 钓鱼 （编者注：Seebug Paper收录该文后，知道创宇404实验室在作者...,https://paper.seebug.org/539/,,,经验心得,2018年03月07日,VSCODE EXTENSION 钓鱼
作者：jinliming2@知道创宇404实验室,https://paper.seebug.org/538/,,在网页中使用链接时，如果想要让浏览器自动...,404专栏,2018年03月07日,"危险的 target=""_blank"" 与 “opener”"
作者：fate0,https://paper.seebug.org/537/,,《爬虫 JavaScript 篇[...,Web安全,2018年03月05日,爬虫基础篇[Web 漏洞扫描器]
作者：ze0r@360 A-TEAM,https://paper.seebug.org/536/,,本篇文章，360 A-TEAM 将为大家介绍FLA...,漏洞分析,2018年03月02日,FLASH 0day(CVE-2018-4878)从POC到利用
作者：5t4rk,https://paper.seebug.org/535/,,来源：http://blog.csdn.net/microzone/article/details/79262549?from=timeline&amp;isappinstal...,Web安全,2018年03月01日,基于Memcached分布式系统DRDoS拒绝服务攻击技术研究
作者：niexinming @ n0tr00t security team,https://paper.seebug.org/534/,,这个漏...,漏洞分析,2018年02月27日,最新然之协同(包含专业版)及喧喧及时聊天系统远程命令执行漏洞详解
译者：Twosecurity,https://paper.seebug.org/533/,,在 AppSec Europe Sebas...,Web安全,2018年02月24日,用 javascript 框架绕过 XSS 防御
作者：陈独秀,https://paper.seebug.org/532/,,Reversing...,CTF,2018年02月10日,z3 巧解逆向题
作者：格蠹老雷,https://paper.seebug.org/531/,,最近有些忙，几个方面的事情需要做，不得不多任务模式工作，在几台电脑之间穿梭。但就在我焦急忙碌的时候，我的笔记本时不时会消极怠工，跟不上节奏。怠工的方式有多种，...,二进制安全,2018年02月08日,谁家娃娃玩硬盘
译者：Murasaki &amp; 爱发呆的sakura &amp; Cytosine,https://paper.seebug.org/530/,,来源：https://zhua...,经验心得,2018年02月08日,Google Project Zero 成员教你如何入门搞安全
作者：LoRexxar'@知道创宇404实验室,https://paper.seebug.org/529/,,2018年1月30日，joomla更新了3.8....,404专栏,2018年02月07日,从补丁到漏洞分析 --记一次joomla漏洞应急
作者： Firmy@青藤实验室,https://paper.seebug.org/528/,,glibc 2.26版本及之前版...,漏洞分析,2018年02月06日,Glibc缓冲区下溢漏洞分析（CVE–2018-1000001）
译者：Twosecurity,https://paper.seebug.org/527/,,在这篇文章里，我们将换一个姿势利用 XSS。通常来讲，XSS...,Web安全,2018年02月05日,引用外部脚本的隐患及防御
作者：WenR0@n0tr00t Security Team,https://paper.seebug.org/526/,,最近刷完了吴恩达（Andrew Ng）的Machine Learning课程，恰巧实验室有相关的需求，看了几个前辈的机器学习检...,安全工具&安全开发,2018年02月02日,初探机器学习检测 PHP Webshell
作者：Firmy@青藤实验室,https://paper.seebug.org/525/,,在处...,漏洞分析,2018年02月02日,wget 缓冲区溢出漏洞分析（CVE-2017-13089）
作者：Minded Security,https://paper.seebug.org/524/,,Advanced JS Deobfus...,安全工具&安全开发,2018年02月01日,JStillery：Advanced JS Deobfuscation via Partial Evaluation
作者博客：https://whereisk0shl.top,https://paper.seebug.org/523/,,kDriver Fuzzer整体细节：https://whereisk0shl.top/post/2018-01-3...,安全工具&安全开发,2018年02月01日,基于 ioctlbf 框架编写的驱动漏洞挖掘工具 kDriver Fuzzer
作者： 国家互联网应急中心CNCERT,https://paper.seebug.org/522/,,通过移动终端上网的用户...,专题报告,2018年01月31日,2017年第四季度国内操作系统及浏览器占比情况分析
作者：Hcamael@知道创宇404实验室,https://paper.seebug.org/521/,,house...,404专栏,2018年01月31日,PWN学习之house of系列(一)
作者： 360威胁情报中心,https://paper.seebug.org/520/,,360威胁情报中心曾在2017年8月发布了《乌龙的CVE-2017-8570样本及背后的狗血》（详见参考资料[1]），当时由于在VirusTotal上发现了多例...,漏洞分析,2018年01月30日,CVE-2017-8570首次公开的野外样本及漏洞分析
作者：浮萍@猎户安全实验室,https://paper.seebug.org/519/,,最近一款养蛙的游戏非常火，但是语言是日文的。下载了一个汉化的，结果广告一大堆。反编译之后查看是Unity游戏，之前没接触过，就想着跟着看一下。关于这类...,移动安全,2018年01月30日,Unity3d类安卓游戏逆向分析初探
作者：Shaolin@DEVCORE,https://paper.seebug.org/518/,,2017 年初，我們有個滲透測試專案，專案的標的架構在 San...,经验心得,2018年01月29日,一次在 Sandstorm 跳脫沙箱的滲透經驗
作者：风流@逢魔安全实验室,https://paper.seebug.org/517/,,方程式泄漏的几波样本虽然大都已是好些年前人家就在用的，但是时至今日我们再分析这些样本，所涉及的技术细节、攻击方法、思维和角度还是令人叹为观止，更有包括像...,Web安全,2018年01月29日,Equation Group泄露工具之vBulletin无文件后门分析
作者：WeaponX@逢魔安全实验室,https://paper.seebug.org/516/,,CVE-2017-11882为Office内存破坏漏洞。攻击者可以利用漏洞以当前登录的用户的身份执行任意命令。所影响的组件是Office 公...,漏洞分析,2018年01月29日,微软公式编辑器系列漏洞分析(一):CVE-2017-11882
作者：菜丝@蚂蚁金服巴斯光年实验室,https://paper.seebug.org/515/,,Electron 是一款基于 Web 技术（HTML5 + Javascript + css）构建图形界面的开发框架，基于 nodej...,漏洞分析,2018年01月26日,Electron 自定义协议命令注入（CVE-2018-1000006）分析和 Url Scheme 安全考古
作者：廖新喜,https://paper.seebug.org/514/,,2017年OWASP发布了新的十大web漏洞威胁，其中A8:2017就是不安全的反序列化，A9:2017-使用含有已知漏洞的组件也和反序列化紧密相连，这是因为在Java开发中...,漏洞分析,2018年01月25日,2017年反序列化漏洞年度报告
作者：c0d3p1ut0s,https://paper.seebug.org/513/,,RASP（Runtime Application self-protection）是一种在运行时检测攻击并且进行自我保护的一种技术。关于RASP技术和...,安全工具&安全开发,2018年01月25日,Java RASP浅析——以百度OpenRASP为例
作者：启明星辰ADLab,https://paper.seebug.org/512/,,2017年10月，比利时安全研究员Mathy Vanhoef披露了无线网络协议WPA2存在高危漏洞，漏洞允许攻击者监听AP和接入点STA之间传输的Wi-Fi数...,漏洞分析,2018年01月24日,WPA2 “KRACK”漏洞简介与重现
作者： 360CERT,https://paper.seebug.org/511/,,作为分布式记账（Distributed Ledger Technology，DLT）平...,区块链,2018年01月24日,区块链技术安全讨论
